symbol,name,market_cap,last_price,avg_daily_volume_value,sector,industry
CIGNITITEC.NS,Cigniti Technologies Limited,29563396096,1073.2,106141242.88778482,Technology,Information Technology Services
KRISHANA.NS,Krishana Phoschem Limited,29544318976,477.85,43044009.94025777,Basic Materials,Agricultural Inputs
TFCILTD.NS,Tourism Finance Corporation of India Limited,29389795328,63.48,525965681.85945904,Financial Services,Credit Services
SANDHAR.NS,Sandhar Technologies Limited,29160400896,483.5,102981012.9190043,Consumer Cyclical,Auto Parts
MANINDS.NS,Man Industries (India) Limited,29159968768,388.75,659422562.3460032,Basic Materials,Steel
KOLTEPATIL.NS,Kolte - Patil Developers Limited,29020561408,327.25,32558747.225978598,Real Estate,Real Estate - Development
HERITGFOOD.NS,Heritage Foods Limited,28765630464,309.45,143370589.47610065,Consumer Defensive,Packaged Foods
PITTIENG.NS,Pitti Engineering Limited,28745936896,764.6,43698915.913635254,Industrials,Metal Fabrication
INTERARCH.NS,Interarch Building Solutions Limited,28720121856,1712.4,221511720.02868652,Industrials,Engineering & Construction
ZAGGLE.NS,Zaggle Prepaid Ocean Services Limited,28675930112,212.85,407319710.14462584,Technology,Software - Infrastructure
ROUTE.NS,ROUTE MOBILE LIMITED,28556804096,453.3,180001208.97763062,Communication Services,Telecom Services
SSWL.NS,Steel Strips Wheels Limited,28534607872,181.4,32182193.55552063,Consumer Cyclical,Auto Parts
KSL.NS,Kalyani Steels Limited,28533514240,653.6,38030121.06083985,Basic Materials,Steel
HUBTOWN.NS,Hubtown Limited,28502626304,200.54,130218482.12886962,Real Estate,Real Estate - Development
MSTCLTD.NS,Mstc Limited,28457918464,404.0,71523397.50845031,Industrials,Conglomerates
GUFICBIO.NS,Gufic Biosciences Limited,28342792192,282.0,11868150.330375163,Healthcare,Drug Manufacturers - Specialty & Generic
KIRLOSIND.NS,Kirloskar Industries Limited,28307593216,2690.0,13137035.273470052,Industrials,Metal Fabrication
KKCL.NS,Kewal Kiran Clothing Limited,28301365248,459.25,27289237.157616172,Consumer Cyclical,Apparel Manufacturing
RAMRAT.NS,Ram Ratna Wires Limited,28261431296,302.75,46477158.92552694,Industrials,Electrical Equipment & Parts
NAVNETEDUL.NS,Navneet Education Limited,28164124672,127.06,44132910.97447459,Communication Services,Publishing
SHAREINDIA.NS,Share India Securities Limited,27976845312,127.85,151847588.2750145,Financial Services,Capital Markets
BALMLAWRIE.NS,Balmer Lawrie & Company Limited,27960506368,163.25,29350618.784891255,Industrials,Conglomerates
NSIL.NS,Nalwa Sons Investments Limited,27894706176,5429.0,17019771.916666668,Financial Services,Asset Management
NACLIND.NS,NACL Industries Limited,27812483072,118.85,46399213.772601575,Basic Materials,Agricultural Inputs
PAISALO.NS,Paisalo Digital Limited,27694942208,30.45,137476944.84533843,Financial Services,Credit Services
ORIENTCEM.NS,Orient Cement Limited,27565070336,134.1,63855231.9478363,Basic Materials,Building Materials
EFCIL.NS,EFC (I) Limited,27242514432,198.44,121431050.61810201,Real Estate,Real Estate Services
SUNCLAY.NS,Sundaram Clayton Limited,27177920512,1229.3,19479300.687239584,Industrials,Metal Fabrication
ELLEN.NS,Ellenbarrie Industrial Gases Limited,27082184704,192.16,62039928.31326294,Basic Materials,Chemicals
BOROLTD.NS,Borosil Limited,27013601280,225.9,83882020.12415162,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
JISLDVREQS.NS,Jain Irrigation Systems Limited,26941448192,20.9,828663.688169988,Industrials,Conglomerates
REFEX.NS,Refex Industries Limited,26860896256,195.78,160901396.02274933,Energy,Thermal Coal
TATVA.NS,Tatva Chintan Pharma Chem Limited,26829520896,1146.9,77287908.32244466,Basic Materials,Specialty Chemicals
PRINCEPIPE.NS,Prince Pipes And Fittings Limited,26766434304,242.05,62465391.18154297,Industrials,Building Products & Equipment
TVSSRICHAK.NS,TVS Srichakra Limited,26708541440,3461.4,45758476.33476563,Consumer Cyclical,Auto Parts
KDDL.NS,KDDL Limited,26707886080,2171.5,47563142.57635091,Consumer Cyclical,Luxury Goods
MAITHANALL.NS,Maithan Alloys Limited,26669090816,916.1,36625974.37688802,Basic Materials,Steel
SAMBHV.NS,Sambhv Steel Tubes Limited,26572883968,90.0,91965607.90126444,Basic Materials,Steel
GATEWAY.NS,Gateway Distriparks Limited,26510546944,53.05,61482679.58386739,Industrials,Integrated Freight & Logistics
QUESS.NS,Quess Corp Limited,26383163392,176.81,42987154.273562625,Industrials,Staffing & Employment Services
BBL.NS,Bharat Bijlee Limited,26314573824,2327.3,84070868.36789551,Industrials,Electrical Equipment & Parts
PSPPROJECT.NS,PSP Projects Limited,26310957056,663.45,37837848.741601564,Industrials,Engineering & Construction
POKARNA.NS,Pokarna Limited,26265559040,846.3,547920409.8026184,Industrials,Building Products & Equipment
AUTOAXLES.NS,Automotive Axles Limited,26264696832,1737.0,33746540.110750325,Consumer Cyclical,Auto Parts
KSHINTL.NS,KSH International Limited,26136760320,385.75,76460217.59452514,Industrials,Electrical Equipment & Parts
DDEVPLSTIK.NS,Ddev Plastiks Industries Limited,25915729920,250.45,19130135.718045045,Basic Materials,Specialty Chemicals
EIEL.NS,Enviro Infra Engineers Limited,25860835328,147.33,321631213.51782227,Industrials,Engineering & Construction
POLYPLEX.NS,Polyplex Corporation Limited,25845413888,823.3,110374507.26394042,Basic Materials,Specialty Chemicals
ORCHPHARMA.NS,Orchid Pharma Limited,25788129280,508.45,54076594.0925415,Healthcare,Drug Manufacturers - Specialty & Generic
FUSION.NS,Fusion Finance Limited,25678936064,158.79,92237746.71907501,Financial Services,Credit Services
CAMLINFINE.NS,Camlin Fine Sciences Limited,25665361920,133.61,130177138.64983216,Basic Materials,Specialty Chemicals
63MOONS.NS,63 moons technologies limited,25611978752,555.8,128834958.07215169,Technology,Software - Application
LUXIND.NS,Lux Industries Limited,25532358656,849.05,48665686.60652466,Consumer Cyclical,Apparel Manufacturing
WSTCSTPAPR.NS,West Coast Paper Mills Limited,25438736384,385.15,26717386.06829122,Basic Materials,Paper & Paper Products
MARATHON.NS,Marathon Nextgen Realty Limited,25404059648,376.8,45196793.79870402,Real Estate,Real Estate - Development
CARRARO.NS,Carraro India Limited,25276192768,444.6,49604435.93818359,Consumer Cyclical,Auto Parts
FCL.NS,Fineotex Chemical Limited,25183391744,21.59,46617537.9205368,Basic Materials,Specialty Chemicals
ROSSTECH.NS,Rossell Techsys Limited,25108905984,663.55,107393459.60291748,Industrials,Aerospace & Defense
DCAL.NS,Dishman Carbogen Amcis Limited,24995960832,158.94,62249561.344315596,Healthcare,Biotechnology
RAYMONDREL.NS,Raymond Realty Limited,24946804736,374.85,69824954.65417989,Real Estate,Real Estate - Development
MPSLTD.NS,MPS Limited,24897505280,1467.5,65342866.98513997,Communication Services,Publishing
NRBBEARING.NS,NRB Bearing Limited,24719589376,255.0,44883721.64601949,Consumer Cyclical,Auto Parts
JUBLCPL.NS,Jubilant Agri and Consumer Products Limited,24510672896,1617.6,13072670.50057373,Basic Materials,Specialty Chemicals
EUROPRATIK.NS,Euro Pratik Sales Limited,24487120896,239.6,81839889.489799,Basic Materials,Building Materials
DREDGECORP.NS,Dredging Corporation of India Limited,24345999360,869.5,330032981.96181643,Industrials,Engineering & Construction
ROSSARI.NS,Rossari Biotech Limited,24260683776,438.05,20297343.214872234,Basic Materials,Specialty Chemicals
BHAGCHEM.NS,Bhagiradha Chemicals & Industries Limited,24219713536,186.45,13643019.137361145,Basic Materials,Agricultural Inputs
ARVSMART.NS,Arvind SmartSpaces Limited,24130662400,526.05,119466785.3588735,Real Estate,Real Estate - Development
HIRECT.NS,Hind Rectifiers Limited,24124348416,1403.9,102369305.81705323,Industrials,Electrical Equipment & Parts
GLOBUSSPR.NS,Globus Spirits Limited,24017899520,829.0,64058061.70779826,Consumer Defensive,Beverages - Wineries & Distilleries
DALMIASUG.NS,Dalmia Bharat Sugar and Industries Limited,23978268672,296.25,34309313.087832645,Consumer Defensive,Confectioners
MUTHOOTMF.NS,Muthoot Microfin Limited,23932467200,142.79,53648032.33170115,Financial Services,Credit Services
GREENPLY.NS,Greenply Industries Limited,23927091200,191.53,45849129.58698476,Basic Materials,Lumber & Wood Production
CYIENTDLM.NS,Cyient DLM Limited,23860746240,299.5,72025566.80772705,Technology,Electronic Components
EPACK.NS,EPACK Durable Limited,23758811136,246.9,153764343.43411663,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
RELTD.NS,Ravindra Energy Limited,23748083712,132.96,10915034.703699239,Technology,Solar
GREENPANEL.NS,Greenpanel Industries Limited,23720812544,193.32,27283749.447021995,Basic Materials,Lumber & Wood Production
PREMEXPLN.NS,Premier Explosives Limited,23659644928,439.9,138332286.43499452,Basic Materials,Specialty Chemicals
JISLJALEQS.NS,Jain Irrigation Systems Limited,23538032640,32.09,112838984.37429518,Industrials,Conglomerates
PARAGMILK.NS,Parag Milk Foods Limited,23523878912,197.34,191356737.21136677,Consumer Defensive,Packaged Foods
SBCL.NS,Shivalik Bimetal Controls Limited,23467950080,407.4,54971772.053730264,Industrials,Metal Fabrication
RAYMOND.NS,Raymond Limited,23446069248,353.95,144564826.0882202,Industrials,Specialty Industrial Machinery
SUNDROP.NS,Sundrop Brands Limited,23409745920,621.0,13944912.25678711,Consumer Defensive,Packaged Foods
PARKHOTELS.NS,Apeejay Surrendra Park Hotels Limited,23366612992,109.51,37047684.07714538,Consumer Cyclical,Lodging
AYE.NS,Aye Finance Limited,23339862016,95.46,285786386.11963004,Financial Services,Credit Services
SIRCA.NS,Sirca Paints India Limited,23248525312,408.35,100162294.74979655,Basic Materials,Specialty Chemicals
SETL.NS,Standard Engineering Technology Limited,23174946816,116.17,36212179.038552605,Industrials,Specialty Industrial Machinery
AJMERA.NS,Ajmera Realty & Infra India Limited,23146684416,117.54,41708890.15813802,Real Estate,Real Estate - Development
JASH.NS,Jash Engineering Limited,23070453760,366.75,44359334.43501587,Industrials,Specialty Industrial Machinery
KIRIINDUS.NS,Kiri Industries Limited,22959599616,382.2,258606505.96708983,Basic Materials,Specialty Chemicals
PATELENG.NS,Patel Engineering Limited,22954647552,24.01,139112977.28468603,Industrials,Engineering & Construction
MARINE.NS,Marine Electricals (India) Limited,22867507200,172.37,56937641.779240415,Industrials,Electrical Equipment & Parts
SAGCEM.NS,Sagar Cements Limited,22847352832,174.41,18083400.59861145,Basic Materials,Building Materials
RAMCOIND.NS,Ramco Industries Limited,22795909120,262.5,22973443.159235638,Industrials,Building Products & Equipment
UNICHEMLAB.NS,Unichem Laboratories Limited,22572085248,320.6,13780830.088203939,Healthcare,Drug Manufacturers - Specialty & Generic
BRIGHOTEL.NS,Brigade Hotel Ventures Limited,22475284480,59.17,11271636.01470286,Consumer Cyclical,Lodging
RPTECH.NS,Rashi Peripherals Limited,22465196032,340.9,52269887.4075826,Technology,Electronics & Computer Distribution
IMAGICAA.NS,Imagicaaworld Entertainment Limited,22464700416,39.7,31011361.142045848,Communication Services,Entertainment
DIAMONDYD.NS,Prataap Snacks Limited,22458789888,937.9,35808804.112186685,Consumer Defensive,Packaged Foods
SOTL.NS,Savita Oil Technologies Limited,22384975872,326.5,8311268.84111735,Basic Materials,Specialty Chemicals
BUILDPRO.NS,Shankara Buildpro Limited,22368790528,922.45,70767106.27311808,Consumer Cyclical,Home Improvement Retail
STEELCAS.NS,Steelcast Limited,22326618112,220.21,18422284.044036865,Basic Materials,Steel
SPECTRUM.NS,Spectrum Electrical Industries Limited,22297939968,1419.0,3786948.6548828124,Industrials,Electrical Equipment & Parts
NOCIL.NS,NOCIL Limited,22286135296,133.43,60378013.91300405,Basic Materials,Specialty Chemicals
CARYSIL.NS,CARYSIL LIMITED,22252386304,782.1,112181307.27984415,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
TCPLPACK.NS,TCPL Packaging Limited,22245902336,2450.0,21283649.607340496,Consumer Cyclical,Packaging & Containers
VEEDOL.NS,Veedol Corporation Limited,22225879040,1307.8,16917680.704541016,Basic Materials,Specialty Chemicals
VSSL.NS,Vardhman Special Steels Limited,22131351552,229.1,6244263.378732809,Basic Materials,Steel
EVEREADY.NS,Eveready Industries India Limited,22128267264,303.6,29006782.87739563,Industrials,Electrical Equipment & Parts
MEDIASSIST.NS,Medi Assist Healthcare Services Limited,22110502912,296.35,76590930.46456502,Healthcare,Healthcare Plans
GMBREW.NS,GM Breweries Limited,22108968960,967.7,87257613.42810465,Consumer Defensive,Beverages - Wineries & Distilleries
MANGLMCEM.NS,Mangalam Cement Limited,22105106432,802.45,98357242.44692993,Basic Materials,Building Materials
WEBELSOLAR.NS,Websol Energy System Limited,22044375040,52.23,319735938.7070592,Technology,Solar
FISCHER.NS,Fischer Medical Ventures Limited,21969358848,33.65,55469303.963951364,Healthcare,Medical Devices
DEEPINDS.NS,Deep Industries Limited,21926400000,342.6,100784418.34432779,Energy,Oil & Gas E&P
DPABHUSHAN.NS,D. P. Abhushan Limited,21875994624,958.3,18372685.53565267,Consumer Cyclical,Luxury Goods
SIYSIL.NS,Siyaram Silk Mills Limited,21849499648,481.45,45078371.895397946,Consumer Cyclical,Textile Manufacturing
WHEELS.NS,Wheels India Limited,21794246656,892.0,46562078.05561116,Consumer Cyclical,Auto Parts
MAYURUNIQ.NS,Mayur Uniquoters Ltd,21545101312,495.0,57380167.75071614,Consumer Cyclical,Textile Manufacturing
BLISSGVS.NS,Bliss GVS Pharma Limited,21358352384,201.76,659143556.1622624,Healthcare,Drug Manufacturers - Specialty & Generic
PRAKASH.NS,Prakash Industries Limited,21341394944,119.09,57223276.53433634,Basic Materials,Steel
SOLARA.NS,Solara Active Pharma Sciences Limited,21330366464,442.8,44072141.07004191,Healthcare,Drug Manufacturers - Specialty & Generic
BOMDYEING.NS,Bombay Dyeing & Mfg Company Limited,21324728320,103.25,92289221.92843322,Consumer Cyclical,Textile Manufacturing
PROTEAN.NS,Protean eGov Technologies Limited,21309569024,524.65,205695140.53188884,Technology,Information Technology Services
BEPL.NS,Bhansali Engineering Polymers Limited,21156380672,84.78,27982346.607783508,Basic Materials,Chemicals
GANECOS.NS,Ganesha Ecosphere Limited,21154392064,789.9,147067334.3694397,Consumer Cyclical,Textile Manufacturing
PRABHA.NS,Prabha Energy Limited,21133862912,150.0,10620365.775347391,Energy,Oil & Gas E&P
BHARATRAS.NS,Bharat Rasayan Limited,21092141056,1269.0,29724534.171044923,Basic Materials,Agricultural Inputs
HIKAL.NS,Hikal Limited,21087385600,170.99,388529565.53675586,Healthcare,Drug Manufacturers - Specialty & Generic
DEEDEV.NS,DEE Development Engineers Limited,21056057344,304.0,2465317600.4293394,Industrials,Metal Fabrication
ORISSAMINE.NS,The Orissa Minerals Development Company Limited,21025800192,3504.3,39089054.99024251,Basic Materials,Other Industrial Metals & Mining
RML.NS,Rane (Madras) Limited,21006987264,760.1,25551472.547993977,Consumer Cyclical,Auto Parts
SGFIN.NS,SG Finserve Limited,20918704128,374.25,71112678.43191935,Financial Services,Capital Markets
JINDWORLD.NS,Jindal Worldwide Limited,20758054912,20.69,26858931.560422324,Consumer Cyclical,Textile Manufacturing
SANGAMIND.NS,Sangam (India) Limited,20750557184,420.0,14347200.671383668,Consumer Cyclical,Textile Manufacturing
MOREPENLAB.NS,Morepen Laboratories Limited,20666126336,37.66,441015896.0050691,Healthcare,Drug Manufacturers - Specialty & Generic
UEL.NS,Ujaas Energy Limited,20635346944,150.83,3206719.798101298,Technology,Solar
UNIVCABLES.NS,Universal Cables Limited,20620933120,593.25,40018078.23635864,Industrials,Electrical Equipment & Parts
MMFL.NS,MM Forgings Limited,20604082176,425.85,53050779.177442424,Industrials,Metal Fabrication
LAOPALA.NS,La Opala RG Limited,20601600000,185.6,14402895.007977804,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
CANTABIL.NS,Cantabil Retail India Limited,20574957568,246.0,60723792.414027914,Consumer Cyclical,Apparel Manufacturing
FMGOETZE.NS,Federal-Mogul Goetze (India) Limited.,20528254976,369.0,30397774.012763467,Consumer Cyclical,Auto Parts
GKENERGY.NS,GK Energy Limited,20525107200,101.2,77150537.30862859,Utilities,Utilities - Renewable
WINDMACHIN.NS,Windsor Machines Limited,20506482688,233.5,10311774.141184488,Industrials,Specialty Industrial Machinery
ALEMBICLTD.NS,Alembic Limited,20486053888,79.78,19767293.51755244,Real Estate,Real Estate - Development
JTLIND.NS,JTL INDUSTRIES LIMITED,20467761152,52.07,180474446.0198822,Basic Materials,Steel
DIVGIITTS.NS,Divgi Torqtransfer Systems Limited,20459978752,669.0,45416356.368701175,Consumer Cyclical,Auto Parts
AQYLON.NS,Aqylon Nexus Limited,20368465920,80.1,39082490.62296219,Communication Services,Broadcasting
HLEGLAS.NS,HLE Glascoat Limited,20367601664,293.25,46992494.86300354,Industrials,Specialty Industrial Machinery
HONDAPOWER.NS,Honda India Power Products Limited,20251656192,1996.6,17022778.741304524,Industrials,Specialty Industrial Machinery
GIPCL.NS,Gujarat Industries Power Company Limited,20169252864,129.91,37433403.160420224,Utilities,Utilities - Regulated Electric
TIRUMALCHM.NS,Thirumalai Chemicals Limited,20155217920,167.19,50624326.048221335,Basic Materials,Specialty Chemicals
MONARCH.NS,Monarch Networth Capital Limited,20138121216,254.05,30014677.821845498,Financial Services,Capital Markets
VENUSPIPES.NS,Venus Pipes & Tubes Limited,20129198080,967.5,81259006.77805176,Basic Materials,Steel
UNIPARTS.NS,Uniparts India Limited,20001142784,443.6,40712353.732024126,Industrials,Farm & Heavy Construction Machinery
SANGHVIMOV.NS,Sanghvi Movers Limited,19986089984,230.55,58632002.415999345,Industrials,Rental & Leasing Services
NITINSPIN.NS,Nitin Spinners Limited,19955290112,354.95,520446927.5818624,Consumer Cyclical,Textile Manufacturing
IOLCP.NS,IOL Chemicals and Pharmaceuticals Limited,19857137664,67.65,66395780.03121669,Healthcare,Drug Manufacturers - Specialty & Generic
BAJAJHIND.NS,Bajaj Hindusthan Sugar Limited,19849209856,15.94,144950618.84244886,Consumer Defensive,Confectioners
PANACEABIO.NS,Panacea Biotec Limited,19808489472,323.4,37124887.43482259,Healthcare,Biotechnology
STUDDS.NS,Studds Accessories Limited,19796727808,503.05,15976096.027529906,Consumer Cyclical,Auto Parts
ADFFOODS.NS,ADF Foods Limited,19774349312,179.99,60657922.612559,Consumer Defensive,Packaged Foods
SCILAL.NS,Shipping Corporation of India Land and Assets Limited,19619452928,42.12,28375699.672395196,Real Estate,Real Estate Services
RHETAN.NS,Rhetan TMT Limited,19603126272,24.6,111297751.87538236,Basic Materials,Steel
AWFIS.NS,Awfis Space Solutions Limited,19498358784,272.55,177633420.12852377,Industrials,Rental & Leasing Services
RPSGVENT.NS,RPSG VENTURES LIMITED,19406831616,586.55,27672909.794984944,Technology,Information Technology Services
KRSNAA.NS,Krsnaa Diagnostics Limited,19268571136,594.0,47649984.28883056,Healthcare,Diagnostics & Research
ARKADE.NS,Arkade Developers Limited,19216183296,103.5,34360930.30198949,Real Estate,Real Estate - Development
KICL.NS,Kalyani Investment Company Limited,19203139584,4395.5,9156983.596077474,Financial Services,Asset Management
SPANDANA.NS,Spandana Sphoorty Financial Limited,19151478784,215.9,37047825.21352081,Financial Services,Credit Services
PENIND.NS,Pennar Industries Limited,19125927936,141.73,177383592.1938568,Industrials,Specialty Industrial Machinery
ANTELOPUS.NS,Antelopus Selan Energy Limited,18926551040,538.0,244454740.61831766,Energy,Oil & Gas E&P
DCXINDIA.NS,DCX Systems Limited,18868301824,169.36,692414265.0346547,Industrials,Aerospace & Defense
PIXTRANS.NS,Pix Transmissions Limited,18859196416,1381.7,35686566.18120524,Industrials,Specialty Industrial Machinery
NILKAMAL.NS,Nilkamal Limited,18730342400,1251.0,10365739.711022949,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
VIMTALABS.NS,Vimta Labs Limited,18687250432,418.5,107449269.20613302,Healthcare,Diagnostics & Research
XPROINDIA.NS,Xpro India Limited,18651869184,793.4,28562525.017934162,Basic Materials,Specialty Chemicals
RAJRATAN.NS,Rajratan Global Wire Limited,18646843392,367.0,37151141.52658081,Basic Materials,Steel
SHRINGARMS.NS,Shringar House of Mangalsutra Limited,18630678528,193.2,306879313.46869,Consumer Cyclical,Luxury Goods
TAJGVK.NS,Taj GVK Hotels & Resorts Limited,18597263360,296.6,46378723.94318746,Consumer Cyclical,Lodging
KPEL.NS,K.P. Energy Limited,18564638720,274.1,89124251.81627198,Industrials,Engineering & Construction
HINDOILEXP.NS,Hindustan Oil Exploration Company Limited,18477031424,139.72,197316696.15373534,Energy,Oil & Gas E&P
APCOTEXIND.NS,Apcotex Industries Limited,18438043648,353.5,8076482.665565999,Basic Materials,Specialty Chemicals
EIHAHOTELS.NS,EIH Associated Hotels Limited,18341824512,301.0,8346002.33653361,Consumer Cyclical,Lodging
NPST.NS,Network People Services Technologies Limited,18319380480,878.6,60599781.70323079,Technology,Software - Application
HPL.NS,HPL Electric & Power Limited,18299918336,284.6,87667415.0121704,Industrials,Electrical Equipment & Parts
WEL.NS,Wonder Electricals Limited,18211686400,135.9,10787089.166052246,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
TEAMLEASE.NS,Teamlease Services Limited,18138722304,1082.0,52201204.68415527,Industrials,Staffing & Employment Services
TCIEXP.NS,TCI Express Limited,18110711808,471.4,13841134.406885782,Industrials,Integrated Freight & Logistics
KCP.NS,KCP Limited,18083198976,140.25,21980132.96549276,Basic Materials,Building Materials
BAJEL.NS,Bajel Projects Limited,17986945024,155.31,41468210.426542155,Utilities,Utilities - Regulated Electric
VINCOFE.NS,Vintage Coffee And Beverages Limited,17927792640,122.92,232056802.57398403,Consumer Defensive,Beverages - Non-Alcoholic
INDOCO.NS,Indoco Remedies Limited,17921601536,194.16,16332721.573169963,Healthcare,Drug Manufacturers - Specialty & Generic
STYLEBAAZA.NS,Baazar Style Retail Limited,17818624000,238.8,163386651.8020518,Consumer Cyclical,Apparel Retail
FILATEX.NS,Filatex India Limited,17806739456,40.1,38654842.08147202,Consumer Cyclical,Textile Manufacturing
TASTYBITE.NS,Tasty Bite Eatables Limited,17732343808,6910.5,20309491.45,Consumer Defensive,Packaged Foods
MUFIN.NS,Mufin Green Finance Limited,17631494144,101.78,127990223.68928578,Financial Services,Credit Services
PFS.NS,PTC India Financial Services Limited,17596217344,27.38,18245207.76354421,Financial Services,Credit Services
ACCELYA.NS,Accelya Solutions India Limited,17455890432,1166.0,28421685.2980306,Technology,Information Technology Services
APOLLOPIPE.NS,Apollo Pipes Limited,17436243968,397.0,1310164307.9250875,Industrials,Building Products & Equipment
SPAL.NS,S. P. Apparels Limited,17402972160,693.55,86874356.48230185,Consumer Cyclical,Apparel Manufacturing
MUKANDLTD.NS,Mukand Limited,17150550016,118.31,14612944.458901724,Basic Materials,Steel
MSPL.NS,MSP Steel & Power Limited,17145598976,30.25,48984404.67856013,Basic Materials,Steel
INDNIPPON.NS,India Nippon Electricals Limited,17079175168,755.0,56335436.73283488,Consumer Cyclical,Auto Parts
IDEAFORGE.NS,Ideaforge Technology Limited,17041762304,393.8,403722667.76463115,Technology,Computer Hardware
THEJO.NS,Thejo Engineering Limited,17035677696,1570.7,12014658.679996746,Industrials,Specialty Industrial Machinery
VENKEYS.NS,Venky's (India) Limited,16932977664,1202.0,176417239.636674,Consumer Defensive,Farm Products
JAICORPLTD.NS,Jai Corp Limited,16901660672,96.23,55360533.57766596,Basic Materials,Specialty Chemicals
HGS.NS,Hinduja Global Solutions Limited,16753389568,360.05,24461911.517963663,Industrials,Specialty Business Services
INDIANHUME.NS,Indian Hume Pipe Company Limited,16729987072,317.1,12593649.31463318,Industrials,Engineering & Construction
SHK.NS,S H Kelkar and Company Limited,16622953472,120.09,58055739.05706202,Basic Materials,Specialty Chemicals
COSMOFIRST.NS,COSMO FIRST LIMITED,16576114688,640.05,108327035.36115316,Consumer Cyclical,Packaging & Containers
INSECTICID.NS,Insecticides (India) Limited,16563943424,569.25,14528531.254608154,Basic Materials,Agricultural Inputs
ADVAIT.NS,Advait Energy Transitions Limited,16553905152,1513.6,65020671.72213542,Industrials,Specialty Industrial Machinery
GNA.NS,GNA Axles Limited,16526212096,384.95,79243430.63293558,Consumer Cyclical,Auto Parts
HINDWAREAP.NS,Hindware Home Innovation Limited,16430523392,196.3,28308692.328330483,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
ADOR.NS,Ador Welding Limited,16362127360,940.2,12727280.770379638,Industrials,Specialty Industrial Machinery
MOLDTKPAC.NS,Mold-Tek Packaging Limited,16332011520,491.5,38362348.259224445,Consumer Cyclical,Packaging & Containers
SUMMITSEC.NS,Summit Securities Limited,16306884608,1495.8,9393200.066170247,Financial Services,Capital Markets
KERNEX.NS,Kernex Microsystems (India) Limited,16231141376,966.0,154697698.32787475,Technology,Software - Application
JAYKAY.NS,Jaykay Enterprises Limited,16164700160,124.0,20740433.95074463,Industrials,Specialty Business Services
SAKSOFT.NS,Saksoft Limited,16152962048,126.18,47018399.86521505,Technology,Information Technology Services
STOVEKRAFT.NS,Stove Kraft Limited,16148094976,487.75,203312546.73221943,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
IPL.NS,India Pesticides Limited,15997182976,138.78,26082934.789194744,Basic Materials,Agricultural Inputs
GEOJITFSL.NS,Geojit Financial Services Limited,15982531584,57.26,23644780.110292688,Financial Services,Capital Markets
SATIN.NS,Satin Creditcare Network Limited,15953762304,145.05,21270723.05435028,Financial Services,Credit Services
RANEHOLDIN.NS,Rane Holdings Limited,15892628480,1113.1,23031406.50357259,Consumer Cyclical,Auto Parts
PANAMAPET.NS,Panama Petrochem Limited,15877414912,262.0,10190811.038044231,Energy,Oil & Gas Refining & Marketing
YASHO.NS,Yasho Industries Limited,15832807424,1313.0,44084073.293204755,Basic Materials,Specialty Chemicals
MBEL.NS,M & B Engineering Limited,15807197184,276.6,72766704.76931255,Industrials,Engineering & Construction
EMSLIMITED.NS,EMS Limited,15716777984,282.8,107627958.77198587,Industrials,Engineering & Construction
CAPACITE.NS,Capacit'e Infraprojects Limited,15701254144,184.75,124052968.04271139,Industrials,Engineering & Construction
HITECH.NS,Hi-Tech Pipes Limited,15694710784,77.39,74440686.84839198,Basic Materials,Steel
PASHUPATI.NS,Pashupati Cotspin Limited,15681403904,993.5,6051064.611104329,Consumer Cyclical,Textile Manufacturing
DOLPHIN.NS,Dolphin Offshore Enterprises (India) Limited,15655792640,391.35,283086604.91533405,Energy,Oil & Gas Equipment & Services
AMRUTANJAN.NS,Amrutanjan Health Care Limited,15607487488,540.05,6971458.596628825,Healthcare,Drug Manufacturers - Specialty & Generic
YATRA.NS,Yatra Online Limited,15506457600,98.82,641624235.9195969,Consumer Cyclical,Travel Services
MTNL.NS,Mahanagar Telephone Nigam Limited,15498000384,24.6,35760651.851723865,Communication Services,Telecom Services
ALGOQUANT.NS,Algoquant Fintech Limited,15474336768,55.05,57843477.186184436,Financial Services,Capital Markets
VIKRAN.NS,Vikran Engineering Limited,15443712000,59.88,191929905.01337293,Industrials,Engineering & Construction
NDRAUTO.NS,Ndr Auto Components Limited,15342497792,643.15,26638408.38480021,Consumer Cyclical,Auto Parts
EPACKPEB.NS,EPack Prefab Technologies Limited,15322947584,152.54,72712029.84851074,Industrials,Engineering & Construction
SUMEETINDS.NS,Sumeet Industries Limited,15305550848,29.08,4083303.1888567605,Consumer Cyclical,Textile Manufacturing
SASKEN.NS,Sasken Technologies Limited,15297332224,1007.3,38033177.70912068,Technology,Information Technology Services
SBC.NS,SBC Exports Limited,15290462208,32.11,342240574.76873964,Industrials,Conglomerates
SHALBY.NS,Shalby Limited,15236139008,142.0,28604686.758277893,Healthcare,Medical Care Facilities
SESHAPAPER.NS,Seshasayee Paper and Boards Limited,15199421440,241.0,6865938.335698954,Basic Materials,Paper & Paper Products
