symbol,name,market_cap,last_price,avg_daily_volume_value,sector,industry,red_flag_status,red_flag_reasons,fund_profitability,fund_growth,fund_valuation,fund_financial_health,fund_dividend,fundamental_score,fund_data_coverage,roe,pe_ratio,debt_to_equity,operating_margin
JPPOWER.NS,Jaiprakash Power Ventures Limited,93535592448,13.64,482193622.69151473,Utilities,Utilities - Independent Power Producers,PASS,,56.66666666666667,47.5,36.666666666666664,65.0,50.0,51.37500000000001,1.0,,20.666666,27.62,0.04681
SWELECTES.NS,Swelect Energy Systems Limited,8128560128,523.2,13064877.325398764,Technology,Solar,PASS,,56.66666666666667,63.33333333333333,56.66666666666667,20.0,60.0,51.33333333333334,1.0,,14.369679,72.499,0.15695
V2RETAIL.NS,V2 Retail Limited,70119800832,1923.0,199545911.96746013,Consumer Cyclical,Apparel Retail,PASS,,43.33333333333333,100.0,27.5,25.0,50.0,51.33333333333334,1.0,,44.73133,339.244,0.13772
CONCOR.NS,Container Corporation of India Limited,340024328192,446.45,630615039.0777049,Industrials,Railroads,PASS,,56.66666666666667,30.0,23.333333333333336,90.0,70.0,51.33333333333334,1.0,,26.60608,7.016,0.15624
SCODATUBES.NS,Scoda Tubes Limited,7020124672,117.18,20887020.300794728,Basic Materials,Steel,PASS,,50.0,70.0,36.666666666666664,45.0,50.0,51.33333333333334,1.0,,38.294117,54.523,0.13582
MUFTI.NS,Credo Brands Marketing Limited,5034151936,77.01,16394098.97992579,Consumer Cyclical,Apparel Retail,PASS,,43.33333333333333,50.0,50.0,55.0,70.0,51.333333333333336,1.0,,10.861777,58.118,0.0994
SIGMAADV.NS,SIGMA ADVANCED SYSTEMS LIMITED,249418432512,141.5,21400665.193533324,Industrials,Aerospace & Defense,PASS,,43.33333333333333,,63.33333333333333,50.0,50.0,51.33333333333333,0.7500000000000001,,6.1149526,1.385,0.01726
UBL.NS,United Breweries Limited,421805555712,1595.3,216533756.39850667,Consumer Defensive,Beverages - Brewers,PASS,,36.666666666666664,62.5,22.5,80.0,60.0,51.29166666666667,1.0,,103.32255,17.864,0.07564
AMRUTANJAN.NS,Amrutanjan Health Care Limited,15607487488,540.05,6971458.596628825,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,56.66666666666667,32.5,17.5,90.0,75.0,51.29166666666667,1.0,,27.399797,0.565,0.16693
TVSMOTOR.NS,TVS Motor Company Limited,1593586089984,3355.2,2923833961.7521076,Consumer Cyclical,Auto Manufacturers,PASS,,50.0,95.0,12.5,25.0,75.0,51.25000000000001,1.0,,73.1299,346.085,0.13137001
GICHSGFIN.NS,GIC Housing Finance Limited,7608209408,140.77,11660405.530406188,Financial Services,Mortgage Finance,PASS,,70.0,15.0,70.0,50.0,60.0,51.25000000000001,1.0,,5.559637,451.51,0.55754
ALICON.NS,Alicon Castalloy Limited,10932613120,669.2,8951598.049985759,Industrials,Metal Fabrication,PASS,,23.333333333333336,77.5,47.5,45.0,75.0,51.20833333333334,1.0,,30.501368,57.003,0.045900002
DALBHARAT.NS,Dalmia Bharat Limited,346997915648,1848.4,432157972.8937581,Basic Materials,Building Materials,PASS,,56.66666666666667,50.0,47.5,45.0,60.0,51.16666666666668,1.0,,29.205246,39.764,0.07473
FABTECH.NS,Fabtech Technologies Limited,6264006144,140.92,53122779.541577145,Healthcare,Health Information Services,PASS,,30.0,66.66666666666667,30.0,80.0,50.0,51.16666666666667,1.0,,19.96034,21.62,-0.20343
MSUMI.NS,Motherson Sumi Wiring India Limited,257175846912,38.78,224291884.45349312,Consumer Cyclical,Auto Parts,PASS,,36.666666666666664,70.0,12.5,80.0,60.0,51.16666666666667,1.0,,41.255318,13.718,0.07182
REDINGTON.NS,Redington Limited,182544318464,233.5,2211154424.1051207,Technology,Information Technology Services,PASS,,16.666666666666668,60.0,42.5,80.0,75.0,51.16666666666667,1.0,,10.3364315,27.764,0.01903
ROSSARI.NS,Rossari Biotech Limited,24260683776,438.05,20297343.214872234,Basic Materials,Specialty Chemicals,PASS,,36.666666666666664,50.0,37.5,80.0,60.0,51.16666666666667,1.0,,17.620674,28.178,0.084680006
SHYAMMETL.NS,Shyam Metalics and Energy Limited,209881595904,754.35,116550725.94507447,Basic Materials,Steel,PASS,,36.666666666666664,42.5,36.666666666666664,90.0,60.0,51.125000000000014,1.0,,21.72667,9.426,0.06136
NLCINDIA.NS,NLC India Limited,356573609984,257.15,521670501.5641485,Utilities,Utilities - Regulated Electric,PASS,,70.0,52.5,37.5,35.0,60.0,51.12500000000001,1.0,,13.393229,104.679,0.19872
SURYODAY.NS,Suryoday Small Finance Bank Limited,13766658048,129.52,41470095.810988106,Financial Services,Banks - Regional,PASS,,34.0,77.5,40.0,,50.0,51.09375,0.8,0.03432,20.111801,,0.15100999
BHARATRAS.NS,Bharat Rasayan Limited,21092141056,1269.0,29724534.171044923,Basic Materials,Agricultural Inputs,PASS,,56.66666666666667,15.0,43.33333333333333,90.0,65.0,51.08333333333334,1.0,,15.896279,7.556,0.13333
IKIO.NS,IKIO Technologies Limited,9707530240,125.4,15413249.710056305,Technology,Electronic Components,PASS,,36.666666666666664,57.5,32.5,80.0,50.0,51.04166666666667,1.0,,41.52318,10.202,0.09526
JINDALSAW.NS,Jindal Saw Limited,119880916992,188.08,1817369331.5744772,Basic Materials,Steel,PASS,,43.33333333333333,47.5,56.66666666666667,55.0,60.0,51.04166666666667,1.0,,10.648526,43.953,0.09259
TECHM.NS,Tech Mahindra Limited,1176499781632,1328.3,3330628130.175338,Technology,Information Technology Services,PASS,,56.66666666666667,37.5,22.5,90.0,50.0,51.04166666666667,1.0,,25.490309,6.992,0.13144
TIMKEN.NS,Timken India Limited,264895692800,3515.0,191774523.81007487,Industrials,Tools & Accessories,PASS,,50.0,50.0,10.0,90.0,60.0,51.000000000000014,1.0,,61.087936,0.55,0.0922
HONAUT.NS,Honeywell Automation India Limited,264314847232,29875.0,140005155.83333334,Industrials,Electrical Equipment & Parts,PASS,,50.0,50.0,10.0,90.0,60.0,51.000000000000014,1.0,,52.32507,2.215,0.115430005
ADANIENT.NS,Adani Enterprises Limited,2675926630400,1964.8,3195731771.666907,Energy,Thermal Coal,PASS,,50.0,80.0,37.5,25.0,60.0,51.00000000000001,1.0,,17.763313,177.767,0.09146
BAJAJINDEF.NS,Indef Manufacturing Limited,7918080000,247.44,10374797.504465738,Industrials,Farm & Heavy Construction Machinery,PASS,,43.33333333333333,40.0,23.333333333333336,90.0,75.0,51.00000000000001,1.0,,29.352312,1.565,0.05292
KROSS.NS,Kross Limited,11720717312,181.69,87495902.49088491,Consumer Cyclical,Auto Parts,PASS,,43.33333333333333,70.0,23.333333333333336,65.0,50.0,51.0,1.0,,31.653313,13.24,0.11897001
UNIMECH.NS,Unimech Aerospace and Manufacturing Limited,41224589312,810.6,59988442.08326823,Industrials,Aerospace & Defense,PASS,,56.66666666666667,55.0,10.0,80.0,50.0,50.91666666666668,1.0,,61.689495,16.073,-0.1583
SIYSIL.NS,Siyaram Silk Mills Limited,21849499648,481.45,45078371.895397946,Consumer Cyclical,Textile Manufacturing,PASS,,50.0,27.5,50.0,70.0,75.0,50.875000000000014,1.0,,10.6444845,30.58,0.077010006
BRIGADE.NS,Brigade Enterprises Limited,156906717184,641.5,238612131.18502605,Real Estate,Real Estate - Development,PASS,,70.0,57.5,30.0,35.0,60.0,50.87500000000001,1.0,,20.970905,75.557,0.21002
TMPV.NS,Tata Motors Passenger Vehicles Limited,1155529965568,313.8,4097483513.0042133,Consumer Cyclical,Auto Manufacturers,PASS,,36.666666666666664,60.0,43.33333333333333,55.0,70.0,50.83333333333334,1.0,,29.548021,56.134,-0.036530003
HCLTECH.NS,HCL Technologies Limited,3590400770048,1327.0,4833196191.71156,Technology,Information Technology Services,PASS,,70.0,40.0,16.666666666666668,75.0,50.0,50.83333333333334,1.0,0.23188,21.861614,9.747,0.18561001
TATACONSUM.NS,TATA CONSUMER PRODUCTS LIMITED,1068524699648,1079.8,1130163207.9280152,Consumer Defensive,Packaged Foods,PASS,,43.33333333333333,70.0,12.5,65.0,70.0,50.833333333333336,1.0,,72.713806,11.869,0.10982
VSSL.NS,Vardhman Special Steels Limited,22131351552,229.1,6244263.378732809,Basic Materials,Steel,PASS,,36.666666666666664,42.5,42.5,75.0,75.0,50.79166666666667,1.0,,19.044058,6.413,0.1126
BCLIND.NS,Bcl Industries Limited,7886764032,26.72,18518618.034755263,Consumer Defensive,Beverages - Wineries & Distilleries,PASS,,36.666666666666664,52.5,67.5,45.0,60.0,50.79166666666667,1.0,,6.7304783,74.479,0.076079994
BALAMINES.NS,Balaji Amines Limited,32413960192,1000.4,96914285.87191977,Basic Materials,Specialty Chemicals,PASS,,56.66666666666667,15.0,36.666666666666664,90.0,75.0,50.750000000000014,1.0,,22.511251,1.53,0.12828
APLLTD.NS,Alembic Pharmaceuticals Limited,133838970880,679.25,43864644.587874345,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,50.0,35.0,30.0,80.0,75.0,50.750000000000014,1.0,,21.180231,28.004,0.11372
PATELENG.NS,Patel Engineering Limited,22954647552,24.01,139112977.28468603,Industrials,Engineering & Construction,PASS,,43.33333333333333,47.5,70.0,45.0,50.0,50.70833333333334,1.0,,8.4245615,39.667,0.09563
HPL.NS,HPL Electric & Power Limited,18299918336,284.6,87667415.0121704,Industrials,Electrical Equipment & Parts,PASS,,43.33333333333333,77.5,37.5,35.0,60.0,50.708333333333336,1.0,,18.822752,77.475,0.11892
ONGC.NS,Oil & Natural Gas Corporation Limited,3282194661376,260.9,6165449819.808944,Energy,Oil & Gas Integrated,PASS,,43.33333333333333,37.5,62.5,55.0,70.0,50.708333333333336,1.0,,8.6276455,43.805,0.095249996
JAGRAN.NS,Jagran Prakashan Limited,13306474496,61.11,13329834.158285523,Communication Services,Publishing,PASS,,50.0,12.5,70.0,75.0,60.0,50.625000000000014,1.0,,8.09404,9.556,0.10684
CYIENT.NS,Cyient Limited,95077998592,861.1,246787242.5854777,Industrials,Conglomerates,PASS,,36.666666666666664,35.0,43.33333333333333,90.0,60.0,50.58333333333334,1.0,,17.577055,7.224,0.0904
INTELLECT.NS,Intellect Design Arena Limited,90331308032,650.2,385586529.1616089,Technology,Software - Application,PASS,,50.0,37.5,23.333333333333336,90.0,60.0,50.54166666666668,1.0,,25.428238,3.007,0.06432
IPCALAB.NS,IPCA Laboratories Limited,394796138496,1550.5,293174135.0556763,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,56.66666666666667,47.5,12.5,80.0,60.0,50.54166666666667,1.0,,43.177387,14.425,0.17796
RHIM.NS,RHI MAGNESITA INDIA LIMITED,76581052416,370.85,113070272.05464071,Industrials,Metal Fabrication,PASS,,36.666666666666664,57.5,32.5,65.0,75.0,50.54166666666667,1.0,,44.68072,10.315,0.085530005
PAGEIND.NS,Page Industries Limited,334819098624,30000.0,787785267.8527995,Consumer Cyclical,Apparel Manufacturing,PASS,,70.0,40.0,10.0,80.0,50.0,50.500000000000014,1.0,,44.620945,19.029,0.21024
SHRIRAMPPS.NS,Shriram Properties Limited,11971278848,69.96,40065598.84383265,Real Estate,Real Estate - Development,PASS,,23.333333333333336,100.0,43.33333333333333,30.0,50.0,50.500000000000014,1.0,,17.021896,50.86,-0.109560005
ASHAPURMIN.NS,Ashapura Minechem Limited,46401802240,485.75,499875244.3611053,Basic Materials,Other Industrial Metals & Mining,PASS,,50.0,62.5,36.666666666666664,45.0,60.0,50.45833333333334,1.0,,12.294356,86.445,0.11391
ABINFRA.NS,A B Infrabuild Limited,10833866752,16.96,58430403.24145896,Industrials,Engineering & Construction,PASS,,56.66666666666667,65.0,12.5,55.0,65.0,50.41666666666668,1.0,,45.837833,58.087,0.13009
AHLUCONT.NS,Ahluwalia Contracts (India) Limited,49875587072,744.55,98602565.35242513,Industrials,Engineering & Construction,PASS,,36.666666666666664,55.0,32.5,75.0,60.0,50.41666666666667,1.0,,18.6604,3.881,0.06595
TRIVENI.NS,Triveni Engineering & Industries Limited,75613249536,345.25,126301294.14222209,Consumer Defensive,Confectioners,PASS,,36.666666666666664,55.0,42.5,65.0,60.0,50.41666666666667,1.0,,24.695995,24.554,0.07752
PITTIENG.NS,Pitti Engineering Limited,28745936896,764.6,43698915.913635254,Industrials,Metal Fabrication,PASS,,50.0,67.5,30.0,45.0,60.0,50.37500000000001,1.0,,21.858204,82.817,0.12812
SANDHAR.NS,Sandhar Technologies Limited,29160400896,483.5,102981012.9190043,Consumer Cyclical,Auto Parts,PASS,,30.0,77.5,42.5,45.0,60.0,50.37500000000001,1.0,,16.406515,77.629,0.049569998
JTEKTINDIA.NS,Jtekt India Limited,35395842048,127.6,20264492.762179565,Consumer Cyclical,Auto Parts,PASS,,23.333333333333336,70.0,17.5,80.0,75.0,50.33333333333334,1.0,,45.734768,23.209,0.03877
WIPRO.NS,Wipro Limited,2067130220544,197.29,3712961909.2479854,Technology,Information Technology Services,PASS,,58.0,30.0,36.666666666666664,80.0,50.0,50.33333333333334,1.0,0.15195,15.620744,22.031,0.14836
INDOAMIN.NS,Indo Amines Limited,6904000000,95.01,4829774.812431844,Basic Materials,Chemicals,PASS,,36.666666666666664,62.5,52.5,45.0,60.0,50.29166666666667,1.0,,9.645685,85.051,0.07159
VMM.NS,Vishal Mega Mart Limited,475431305216,101.74,4368576754.875207,Consumer Cyclical,Department Stores,PASS,,36.666666666666664,82.5,12.5,65.0,50.0,50.29166666666667,1.0,,60.922157,27.12,0.11919
ERIS.NS,Eris Lifesciences Limited,179724582912,1319.4,91430965.29353434,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,76.66666666666667,52.5,17.5,35.0,75.0,50.29166666666667,1.0,,41.792843,68.185,0.26379
ASHOKLEY.NS,Ashok Leyland Limited,995265937408,169.44,3686301050.011742,Industrials,Farm & Heavy Construction Machinery,PASS,,56.66666666666667,82.5,17.5,25.0,70.0,50.29166666666667,1.0,,30.095915,327.886,0.19577
ELIN.NS,Elin Electronics Limited,5892494848,118.5,17467628.432036083,Industrials,Electrical Equipment & Parts,PASS,,30.0,45.0,57.5,75.0,50.0,50.250000000000014,1.0,,14.123957,2.771,0.01943
KALAMANDIR.NS,Sai Silks (Kalamandir) Limited,14599241728,98.72,70515429.49630356,Consumer Cyclical,Apparel Retail,PASS,,50.0,35.0,50.0,65.0,60.0,50.25000000000001,1.0,,11.937121,25.323,0.13235
SPORTKING.NS,Sportking India Limited,13691767808,107.58,26896189.042697906,Consumer Cyclical,Textile Manufacturing,PASS,,36.666666666666664,50.0,57.5,55.0,60.0,50.16666666666667,1.0,,11.580194,48.486,0.06489
JSFB.NS,Jana Small Finance Bank Limited,36437434368,346.05,248700375.9469177,Financial Services,Banks - Regional,PASS,,30.0,62.5,60.0,,50.0,50.15625,0.8,,11.738466,,0.01508
DSSL.NS,Dynacons Systems & Solutions Limited,11262553088,885.05,29513076.809187826,Technology,Information Technology Services,PASS,,36.666666666666664,62.5,36.666666666666664,60.0,60.0,50.12500000000001,1.0,,13.401726,63.929,0.10718001
AVTNPL.NS,AVT Natural Products Limited,9212796928,59.99,4843247.98223025,Basic Materials,Specialty Chemicals,PASS,,50.0,27.5,43.33333333333333,80.0,60.0,50.04166666666668,1.0,,15.954787,19.139,0.105399996
LUMAXIND.NS,Lumax Industries Limited,44787863552,4787.5,362798591.06070966,Consumer Cyclical,Auto Parts,PASS,,36.666666666666664,87.5,32.5,25.0,75.0,50.04166666666667,1.0,,27.550785,121.301,0.06858
SYNGENE.NS,Syngene International Limited,168692858880,419.7,620982374.8539988,Healthcare,Diagnostics & Research,PASS,,63.33333333333333,30.0,23.333333333333336,80.0,60.0,50.00000000000001,1.0,,47.965717,12.283,0.12943
SMSPHARMA.NS,SMS Pharmaceuticals Limited,34721488896,370.75,185088380.27284443,Healthcare,Drug Manufacturers - General,PASS,,56.66666666666667,65.0,12.5,55.0,60.0,49.91666666666668,1.0,,36.964108,44.465,0.1598
FDC.NS,FDC Limited,56560222208,347.4,29090997.461760458,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,50.0,35.0,23.333333333333336,90.0,60.0,49.91666666666668,1.0,,26.1203,0.852,0.080690004
BAJAJHCARE.NS,Bajaj Healthcare Limited,8868622336,280.7,44233389.528464764,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,56.66666666666667,45.0,47.5,45.0,60.0,49.91666666666667,1.0,,17.337864,48.929,0.14564
KELLTONTEC.NS,Kellton Tech Solutions Limited,8692942848,16.47,101890977.84949844,Technology,Software - Application,PASS,,36.666666666666664,45.0,57.5,65.0,50.0,49.91666666666667,1.0,,9.52023,21.666,0.113620006
PRECWIRE.NS,Precision Wires India Limited,51509583872,281.65,587096920.5806788,Industrials,Electrical Equipment & Parts,PASS,,16.666666666666668,85.0,27.5,65.0,60.0,49.91666666666667,1.0,,39.336594,19.307,0.043109998
GALAXYSURF.NS,Galaxy Surfactants Limited,63286730752,1785.0,30597476.39835205,Basic Materials,Specialty Chemicals,PASS,,36.666666666666664,45.0,30.0,80.0,75.0,49.91666666666667,1.0,,22.552116,10.558,0.06669
JWL.NS,Jupiter Wagons Limited,109941039104,257.25,1555231556.9960601,Industrials,Railroads,PASS,,43.33333333333333,55.0,16.666666666666668,80.0,60.0,49.91666666666667,1.0,,44.430054,26.721,0.11151
ADANIGREEN.NS,Adani Green Energy Limited,1423407316992,864.15,2735464498.3375936,Utilities,Utilities - Renewable,PASS,,83.33333333333334,80.0,10.0,10.0,50.0,49.83333333333334,1.0,,100.36586,296.223,0.51757
SRF.NS,SRF Limited,739579985920,2495.0,1075075852.0374756,Industrials,Conglomerates,PASS,,63.33333333333333,50.0,22.5,55.0,60.0,49.83333333333334,1.0,,41.590263,34.719,0.1625
WSTCSTPAPR.NS,West Coast Paper Mills Limited,25438736384,385.15,26717386.06829122,Basic Materials,Paper & Paper Products,PASS,,30.0,30.0,56.66666666666667,80.0,75.0,49.83333333333334,1.0,,17.822767,11.26,0.01271
POWERGRID.NS,Power Grid Corporation of India Limited,2774370091008,298.3,5108104648.36022,Utilities,Utilities - Regulated Electric,PASS,,96.66666666666666,32.5,27.5,25.0,70.0,49.79166666666667,1.0,,19.13406,141.186,0.58665
SPMLINFRA.NS,SPML Infra Limited,12979932160,166.77,328652869.78226316,Industrials,Engineering & Construction,PASS,,36.666666666666664,72.5,42.5,45.0,50.0,49.79166666666667,1.0,,22.813953,43.718,0.10564
MAITHANALL.NS,Maithan Alloys Limited,26669090816,916.1,36625974.37688802,Basic Materials,Steel,PASS,,50.0,5.0,70.0,80.0,60.0,49.750000000000014,1.0,,6.020636,10.735,0.101289995
TATATECH.NS,Tata Technologies Limited,217604915200,536.0,536911362.1590861,Technology,Information Technology Services,PASS,,50.0,45.0,10.0,90.0,60.0,49.750000000000014,1.0,,40.978592,6.918,0.11485
BETA.NS,Beta Drugs Limited,11318013952,1121.2,18158937.207214355,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,56.66666666666667,45.0,36.666666666666664,60.0,50.0,49.75000000000001,1.0,,17.524225,65.95,0.14435
SYSTMTXC.NS,Systematix Corporate Services Limited,8702565376,63.64,8313961.49497846,Financial Services,Capital Markets,PASS,,43.33333333333333,47.5,20.0,90.0,50.0,49.70833333333334,1.0,,30.304764,6.278,0.05491
GUJGASLTD.NS,Gujarat Gas Limited,249231638528,362.05,594871767.0055338,Utilities,Utilities - Regulated Gas,PASS,,43.33333333333333,27.5,32.5,90.0,75.0,49.70833333333334,1.0,,21.44846,1.739,0.085310005
IOLCP.NS,IOL Chemicals and Pharmaceuticals Limited,19857137664,67.65,66395780.03121669,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,36.666666666666664,20.0,50.0,90.0,75.0,49.66666666666667,1.0,,17.126583,9.078,0.06392
TITAN.NS,Titan Company Limited,3619055730688,4079.9,3492642678.012541,Consumer Cyclical,Luxury Goods,PASS,,36.666666666666664,90.0,17.5,35.0,75.0,49.66666666666667,1.0,,75.87688,223.018,0.0986
MOTHERSON.NS,Samvardhana Motherson International Limited,1191913193472,112.93,2528241390.3967166,Consumer Cyclical,Auto Parts,PASS,,30.0,82.5,22.5,55.0,60.0,49.62500000000001,1.0,,34.96285,49.937,0.05523
GSPL.NS,Gujarat State Petronet Limited,149085093888,264.15,201507163.42780355,Utilities,Utilities - Regulated Gas,PASS,,43.33333333333333,15.0,47.5,90.0,75.0,49.58333333333334,1.0,,14.155949,0.876,0.10920999
CRAFTSMAN.NS,Craftsman Automation Limited,156516483072,6561.0,327958889.05,Consumer Cyclical,Auto Parts,PASS,,43.33333333333333,85.0,32.5,25.0,60.0,49.583333333333336,1.0,,46.81413,109.273,0.09592
ULTRACEMCO.NS,UltraTech Cement Limited,3220321599488,10947.0,3054572445.2,Basic Materials,Building Materials,PASS,,56.66666666666667,57.5,12.5,55.0,75.0,49.54166666666668,1.0,,42.08928,33.192,0.12521
TIRUPATIFL.NS,Tirupati Forge Limited,5006792704,42.33,21986162.146922555,Industrials,Metal Fabrication,PASS,,36.666666666666664,67.5,12.5,80.0,50.0,49.54166666666667,1.0,,83.00001,21.318,0.060560003
SHANTIGEAR.NS,Shanthi Gears Limited,34114904064,444.55,6714843.36829834,Industrials,Specialty Industrial Machinery,PASS,,70.0,52.5,10.0,,70.0,49.53125,0.8,,41.123955,,0.16333
INSECTICID.NS,Insecticides (India) Limited,16563943424,569.25,14528531.254608154,Basic Materials,Agricultural Inputs,PASS,,30.0,40.0,50.0,80.0,60.0,49.500000000000014,1.0,,11.681716,20.483,0.0467
JASH.NS,Jash Engineering Limited,23070453760,366.75,44359334.43501587,Industrials,Specialty Industrial Machinery,PASS,,43.33333333333333,52.5,10.0,80.0,75.0,49.45833333333334,1.0,,41.393906,25.205,0.07403
GPTHEALTH.NS,GPT Healthcare Limited,10183824384,124.11,14203512.486575572,Healthcare,Medical Care Facilities,PASS,,50.0,45.0,23.333333333333336,70.0,70.0,49.41666666666668,1.0,,25.123482,38.278,0.113170005
MEDIASSIST.NS,Medi Assist Healthcare Services Limited,22110502912,296.35,76590930.46456502,Healthcare,Healthcare Plans,PASS,,43.33333333333333,65.0,16.666666666666668,70.0,50.0,49.41666666666667,1.0,,37.751595,51.568,0.098000005
ANTELOPUS.NS,Antelopus Selan Energy Limited,18926551040,538.0,244454740.61831766,Energy,Oil & Gas E&P,PASS,,26.0,87.5,46.66666666666667,33.333333333333336,50.0,49.375000000000014,1.0,-0.012619999,11.46144,,0.5123
IDFCFIRSTB.NS,IDFC First Bank Limited,538309361664,62.6,4726912988.595675,Financial Services,Banks - Regional,PASS,,30.0,82.5,26.666666666666664,,60.0,49.32291666666667,0.8,0.03708,32.94737,,0.09827
TCIEXP.NS,TCI Express Limited,18110711808,471.4,13841134.406885782,Industrials,Integrated Freight & Logistics,PASS,,36.666666666666664,32.5,32.5,90.0,75.0,49.29166666666667,1.0,,21.55464,1.735,0.084189996
SUNDRMFAST.NS,Sundram Fasteners Limited,169689153536,807.55,150380204.414211,Consumer Cyclical,Auto Parts,PASS,,50.0,45.0,10.0,80.0,75.0,49.250000000000014,1.0,,30.600607,18.193,0.118590005
OMINFRAL.NS,OM INFRA LIMITED,8231783424,85.25,11216308.079454549,Industrials,Engineering & Construction,PASS,,30.0,65.0,42.5,55.0,60.0,49.25000000000001,1.0,,28.511705,14.074,0.094390005
GLENMARK.NS,Glenmark Pharmaceuticals Limited,616877260800,2185.2,1103627364.3784382,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,56.66666666666667,50.0,17.5,65.0,60.0,49.16666666666668,1.0,,57.85544,12.776,0.18338
BERGEPAINT.NS,Berger Paints (I) Limited,466128699392,398.8,233899334.97976276,Basic Materials,Specialty Chemicals,PASS,,56.66666666666667,40.0,10.0,80.0,70.0,49.16666666666667,1.0,,44.26193,11.082,0.124309994
JUBLCPL.NS,Jubilant Agri and Consumer Products Limited,24510672896,1617.6,13072670.50057373,Basic Materials,Specialty Chemicals,PASS,,36.666666666666664,50.0,22.5,90.0,50.0,49.16666666666667,1.0,,20.21242,9.982,0.07672
HINDALCO.NS,Hindalco Industries Limited,2050521169920,917.1,5773911295.214465,Basic Materials,Aluminum,PASS,,43.33333333333333,45.0,50.0,55.0,60.0,49.083333333333336,1.0,,12.6916685,57.571,0.0868
STUDDS.NS,Studds Accessories Limited,19796727808,503.05,15976096.027529906,Consumer Cyclical,Auto Parts,PASS,,63.33333333333333,30.0,23.333333333333336,80.0,50.0,49.00000000000001,1.0,,24.313677,1.813,0.15553
NH.NS,Narayana Hrudayalaya Ltd.,335175680000,1650.3,528452861.56870526,Healthcare,Medical Care Facilities,PASS,,50.0,70.0,10.0,55.0,60.0,49.00000000000001,1.0,,42.99896,57.614,0.11387999
SALZERELEC.NS,Salzer Electronics Limited,9816784896,555.0,55724510.90304769,Industrials,Electrical Equipment & Parts,PASS,,36.666666666666664,72.5,43.33333333333333,35.0,60.0,48.95833333333334,1.0,,17.920568,82.807,0.07119
GPIL.NS,Godawari Power And Ispat limited,161745338368,249.35,488398787.16211545,Basic Materials,Steel,PASS,,63.33333333333333,12.5,30.0,90.0,60.0,48.95833333333334,1.0,,21.221277,3.643,0.16242
MIDHANI.NS,Mishra Dhatu Nigam Limited,57029885952,303.8,179706578.39993387,Basic Materials,Steel,PASS,,63.33333333333333,42.5,17.5,65.0,60.0,48.958333333333336,1.0,,51.93162,23.466,0.13696
SURAKSHA.NS,Suraksha Diagnostic Limited,13324862464,255.85,4805721.560625204,Healthcare,Diagnostics & Research,PASS,,56.66666666666667,65.0,12.5,55.0,50.0,48.91666666666668,1.0,,40.870605,51.3,0.17318001
WELENT.NS,Welspun Enterprises Limited,62742814720,458.6,70481864.39425151,Industrials,Engineering & Construction,PASS,,56.66666666666667,55.0,30.0,45.0,60.0,48.91666666666668,1.0,,19.956484,67.637,0.17934
APCOTEXIND.NS,Apcotex Industries Limited,18438043648,353.5,8076482.665565999,Basic Materials,Specialty Chemicals,PASS,,36.666666666666664,45.0,42.5,65.0,70.0,48.91666666666667,1.0,,21.970167,23.281,0.09432
SANDUMA.NS,Sandur Manganese & Iron Ores Limited,91113693184,187.39,412717469.64138186,Basic Materials,Steel,PASS,,63.33333333333333,37.5,43.33333333333333,45.0,60.0,48.875,1.0,,15.773569,63.561,0.16297
SWANCORP.NS,SWAN CORP LIMITED,105443450880,335.0,336799562.4979818,Industrials,Conglomerates,PASS,,3.333333333333333,70.0,40.0,80.0,65.0,48.83333333333334,1.0,,,28.231,-0.0049799997
SPAL.NS,S. P. Apparels Limited,17402972160,693.55,86874356.48230185,Consumer Cyclical,Apparel Manufacturing,PASS,,43.33333333333333,50.0,42.5,55.0,60.0,48.833333333333336,1.0,,15.4775715,45.394,0.115200005
RANEHOLDIN.NS,Rane Holdings Limited,15892628480,1113.1,23031406.50357259,Consumer Cyclical,Auto Parts,PASS,,23.333333333333336,86.66666666666666,36.666666666666664,45.0,50.0,48.833333333333336,1.0,,43.05996,76.849,0.038629998
PENIND.NS,Pennar Industries Limited,19125927936,141.73,177383592.1938568,Industrials,Specialty Industrial Machinery,PASS,,36.666666666666664,72.5,47.5,35.0,50.0,48.79166666666667,1.0,,14.330636,92.847,0.06476
RPOWER.NS,Reliance Power Limited,91483258880,22.12,1209004881.8235714,Utilities,Utilities - Independent Power Producers,PASS,,70.0,42.5,43.33333333333333,35.0,50.0,48.79166666666667,1.0,,32.057972,92.224,0.21062
IRB.NS,IRB Infrastructure Developers Limited,246210035712,40.77,309622880.327712,Industrials,Infrastructure Operations,PASS,,76.66666666666667,42.5,30.0,35.0,60.0,48.79166666666667,1.0,,32.102364,102.312,0.23608999
