symbol,name,market_cap,last_price,avg_daily_volume_value,sector,industry,red_flag_status,red_flag_reasons,tech_trend,tech_momentum,tech_volume,tech_relative_strength,technical_score,tech_data_coverage
BAJAJHCARE.NS,Bajaj Healthcare Limited,8868622336,280.7,44233389.528464764,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,20.0,52.5,16.666666666666668,100.0,41.08333333333334,1.0
HESTERBIO.NS,Hester Biosciences Limited,11901104128,1399.0,5380401.940779623,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,20.0,52.5,16.666666666666668,100.0,41.08333333333334,1.0
AGARIND.NS,Agarwal Industrial Corporation Limited,6367531008,425.7,27939659.92070516,Basic Materials,Specialty Chemicals,PASS,,20.0,52.5,16.666666666666668,100.0,41.08333333333334,1.0
ETERNAL.NS,ETERNAL LIMITED,1964852117504,215.63,12382932040.506853,Consumer Cyclical,Internet Retail,PASS,,20.0,52.5,16.666666666666668,100.0,41.08333333333334,1.0
HDFCBANK.NS,HDFC Bank Limited,12620031590400,820.0,27973168874.711174,Financial Services,Banks - Regional,PASS,,20.0,52.5,16.666666666666668,100.0,41.08333333333334,1.0
CYIENTDLM.NS,Cyient DLM Limited,23860746240,299.5,72025566.80772705,Technology,Electronic Components,PASS,,35.0,35.0,16.666666666666668,100.0,41.08333333333334,1.0
RTNINDIA.NS,RattanIndia Enterprises Limited,36786843648,26.64,105046789.37961216,Consumer Cyclical,Internet Retail,PASS,,35.0,35.0,16.666666666666668,100.0,41.08333333333334,1.0
HDFCLIFE.NS,HDFC Life Insurance Company Limited,1348603871232,625.55,2094710272.29588,Financial Services,Insurance - Life,PASS,,20.0,52.5,16.666666666666668,100.0,41.08333333333334,1.0
HBLENGINE.NS,HBL Engineering Limited,183627792384,662.45,974562945.9773824,Industrials,Electrical Equipment & Parts,PASS,,35.0,35.0,16.666666666666668,100.0,41.08333333333334,1.0
NPST.NS,Network People Services Technologies Limited,18319380480,878.6,60599781.70323079,Technology,Software - Application,PASS,,20.0,52.5,16.666666666666668,100.0,41.08333333333334,1.0
LATENTVIEW.NS,Latent View Analytics Limited,57845874688,279.55,506470907.1174967,Industrials,Consulting Services,PASS,,20.0,52.5,16.666666666666668,100.0,41.08333333333334,1.0
BAJAJHLDNG.NS,Bajaj Holdings & Investment Limited,1053949558784,9470.0,679826232.5666667,Financial Services,Asset Management,PASS,,20.0,52.5,16.666666666666668,100.0,41.08333333333334,1.0
NILKAMAL.NS,Nilkamal Limited,18730342400,1251.0,10365739.711022949,Consumer Cyclical,"Furnishings, Fixtures & Appliances",PASS,,20.0,52.5,16.666666666666668,100.0,41.08333333333334,1.0
RATEGAIN.NS,Rategain Travel Technologies Limited,58260877312,493.5,283852792.47564495,Technology,Software - Application,PASS,,35.0,35.0,16.666666666666668,100.0,41.08333333333334,1.0
HERITGFOOD.NS,Heritage Foods Limited,28765630464,309.45,143370589.47610065,Consumer Defensive,Packaged Foods,PASS,,35.0,35.0,16.666666666666668,100.0,41.08333333333334,1.0
DODLA.NS,Dodla Dairy Limited,58530041856,970.2,41029881.638444014,Consumer Defensive,Food Distribution,PASS,,20.0,52.5,16.666666666666668,100.0,41.08333333333334,1.0
LXCHEM.NS,Laxmi Organic Industries Limited,32406900736,116.93,89925118.89889807,Basic Materials,Specialty Chemicals,PASS,,35.0,35.0,16.666666666666668,100.0,41.08333333333334,1.0
MASTERTR.NS,Master Trust Limited,8784573440,71.41,15516983.199474335,Financial Services,Capital Markets,PASS,,20.0,52.5,16.666666666666668,100.0,41.08333333333334,1.0
VIKRAN.NS,Vikran Engineering Limited,15443712000,59.88,191929905.01337293,Industrials,Engineering & Construction,PASS,,43.33333333333333,25.0,16.666666666666668,100.0,41.00000000000001,1.0
DEEPINDS.NS,Deep Industries Limited,21926400000,342.6,100784418.34432779,Energy,Oil & Gas E&P,PASS,,17.5,55.0,16.666666666666668,100.0,40.95833333333334,1.0
MEIL.NS,Mangal Electrical Industries Limited,6194950144,224.21,19317249.57780711,Industrials,Electrical Equipment & Parts,PASS,,36.666666666666664,32.5,16.666666666666668,100.0,40.91666666666667,1.0
LTIM.NS,LTIMindtree Limited,1335159685120,4504.0,1585696109.298649,Technology,Information Technology Services,PASS,,35.0,30.0,23.333333333333336,100.0,40.91666666666667,1.0
LOTUSDEV.NS,Sri Lotus Developers and Realty Limited,57429925888,117.51,256542207.25362295,Industrials,Engineering & Construction,PASS,,23.333333333333336,32.5,40.0,100.0,40.91666666666667,1.0
RPEL.NS,Raghav Productivity Enhancers Limited,29590257664,644.5,21792855.068540446,Basic Materials,Chemicals,PASS,,30.0,40.0,16.666666666666668,100.0,40.83333333333334,1.0
INDORAMA.NS,Indo Rama Synthetics (India) Limited,8614123520,32.99,5277280.430268224,Consumer Cyclical,Textile Manufacturing,PASS,,30.0,40.0,16.666666666666668,100.0,40.83333333333334,1.0
ADVENTHTL.NS,Advent Hotels International Limited,8518660608,157.92,22745499.670684814,Consumer Cyclical,Lodging,PASS,,23.333333333333336,47.5,16.666666666666668,100.0,40.75000000000001,1.0
STUDDS.NS,Studds Accessories Limited,19796727808,503.05,15976096.027529906,Consumer Cyclical,Auto Parts,PASS,,23.333333333333336,47.5,16.666666666666668,100.0,40.75000000000001,1.0
ICICIAMC.NS,ICICI Prudential Asset Management Company Limited,1415506952192,2863.9,1161824658.3331869,Financial Services,Asset Management,PASS,,23.333333333333336,47.5,16.666666666666668,100.0,40.75000000000001,1.0
DMART.NS,Avenue Supermarts Limited,2464781434880,3787.7,1448909077.1757731,Consumer Defensive,Discount Stores,PASS,,27.5,42.5,16.666666666666668,100.0,40.70833333333334,1.0
SANDUMA.NS,Sandur Manganese & Iron Ores Limited,91113693184,187.39,412717469.64138186,Basic Materials,Steel,PASS,,22.5,32.5,40.0,100.0,40.62500000000001,1.0
AVALON.NS,Avalon Technologies Limited,59172229120,885.5,245397731.58458862,Technology,Electronic Components,PASS,,25.0,45.0,16.666666666666668,100.0,40.583333333333336,1.0
PNB.NS,Punjab National Bank,1274543734784,110.88,2266590531.510412,Financial Services,Banks - Regional,PASS,,25.0,45.0,16.666666666666668,100.0,40.583333333333336,1.0
PIDILITIND.NS,Pidilite Industries Limited,1370931200000,1347.0,1091315843.5376058,Basic Materials,Specialty Chemicals,PASS,,25.0,45.0,16.666666666666668,100.0,40.583333333333336,1.0
BANCOINDIA.NS,Banco Products (I) Limited,79550193664,556.15,164777133.65792033,Consumer Cyclical,Auto Parts,PASS,,25.0,45.0,16.666666666666668,100.0,40.583333333333336,1.0
RATNAVEER.NS,Ratnaveer Precision Engineering Limited,9231762432,135.94,185762487.1954483,Basic Materials,Steel,PASS,,25.0,45.0,16.666666666666668,100.0,40.583333333333336,1.0
ATULAUTO.NS,Atul Auto Limited,11203191808,403.7,276393586.82649535,Consumer Cyclical,Auto Manufacturers,PASS,,25.0,45.0,16.666666666666668,100.0,40.583333333333336,1.0
RAJRATAN.NS,Rajratan Global Wire Limited,18646843392,367.0,37151141.52658081,Basic Materials,Steel,PASS,,25.0,45.0,16.666666666666668,100.0,40.583333333333336,1.0
UJJIVANSFB.NS,Ujjivan Small Finance Bank Limited,98112290816,50.55,695120187.4521861,Financial Services,Banks - Regional,PASS,,25.0,45.0,16.666666666666668,100.0,40.583333333333336,1.0
FUSION.NS,Fusion Finance Limited,25678936064,158.79,92237746.71907501,Financial Services,Credit Services,PASS,,25.0,45.0,16.666666666666668,100.0,40.583333333333336,1.0
PRICOLLTD.NS,Pricol Limited,63652610048,522.25,258351981.10846356,Consumer Cyclical,Auto Parts,PASS,,25.0,45.0,16.666666666666668,100.0,40.583333333333336,1.0
ASHIANA.NS,Ashiana Housing Limited,29956407296,298.0,130099658.72881775,Real Estate,Real Estate - Development,PASS,,25.0,45.0,16.666666666666668,100.0,40.583333333333336,1.0
THEJO.NS,Thejo Engineering Limited,17035677696,1570.7,12014658.679996746,Industrials,Specialty Industrial Machinery,PASS,,20.0,37.5,36.666666666666664,100.0,40.583333333333336,1.0
PGIL.NS,Pearl Global Industries Limited,67802345472,1469.3,223025505.32386476,Consumer Cyclical,Apparel Manufacturing,PASS,,25.0,45.0,16.666666666666668,100.0,40.583333333333336,1.0
GPPL.NS,Gujarat Pipavav Port Limited,72829214720,150.59,198060826.30370128,Industrials,Marine Shipping,PASS,,25.0,45.0,16.666666666666668,100.0,40.583333333333336,1.0
ELGIEQUIP.NS,Elgi Equipments Limited,146669355008,464.45,399320840.41067,Industrials,Specialty Industrial Machinery,PASS,,25.0,45.0,16.666666666666668,100.0,40.583333333333336,1.0
HDFCAMC.NS,HDFC Asset Management Company Limited,1012600012800,2363.9,2571126836.377995,Financial Services,Asset Management,PASS,,25.0,45.0,16.666666666666668,100.0,40.583333333333336,1.0
APLAPOLLO.NS,APL Apollo Tubes Limited,534269558784,1923.9,1744182653.0167358,Basic Materials,Steel,PASS,,37.5,30.0,16.666666666666668,100.0,40.45833333333334,1.0
SWARAJENG.NS,Swaraj Engines Limited,42270277632,3470.4,45772063.81625163,Consumer Cyclical,Auto Parts,PASS,,22.5,47.5,16.666666666666668,100.0,40.45833333333334,1.0
ACE.NS,Action Construction Equipment Limited,98009300992,823.45,176794016.81664836,Industrials,Farm & Heavy Construction Machinery,PASS,,17.5,37.5,40.0,100.0,40.37500000000001,1.0
MOBIKWIK.NS,One Mobikwik Systems Limited,14112113664,179.41,549545645.5071375,Technology,Software - Infrastructure,PASS,,17.5,37.5,40.0,100.0,40.37500000000001,1.0
BLS.NS,BLS International Services Limited,100205600768,243.4,1221734451.4756017,Industrials,Specialty Business Services,PASS,,17.5,37.5,40.0,100.0,40.37500000000001,1.0
ARIHANTCAP.NS,Arihant Capital Markets Limited,7429270528,67.7,52400951.81843236,Financial Services,Capital Markets,PASS,,17.5,37.5,40.0,100.0,40.37500000000001,1.0
REDINGTON.NS,Redington Limited,182544318464,233.5,2211154424.1051207,Technology,Information Technology Services,PASS,,17.5,37.5,40.0,100.0,40.37500000000001,1.0
COLPAL.NS,Colgate Palmolive (India) Limited,529447223296,1946.6,826131080.9906412,Consumer Defensive,Household & Personal Products,PASS,,20.0,50.0,16.666666666666668,100.0,40.33333333333334,1.0
VBL.NS,Varun Beverages Limited,1399848828928,413.9,2570368374.6404295,Consumer Defensive,Beverages - Non-Alcoholic,PASS,,20.0,50.0,16.666666666666668,100.0,40.33333333333334,1.0
IFGLEXPOR.NS,IFGL Refractories Limited,10762058752,149.31,4442570.301517741,Basic Materials,Building Materials,PASS,,20.0,50.0,16.666666666666668,100.0,40.33333333333334,1.0
KNRCON.NS,KNR Constructions Limited,34081382400,121.17,214686755.5368754,Industrials,Engineering & Construction,PASS,,20.0,50.0,16.666666666666668,100.0,40.33333333333334,1.0
PSPPROJECT.NS,PSP Projects Limited,26310957056,663.45,37837848.741601564,Industrials,Engineering & Construction,PASS,,20.0,50.0,16.666666666666668,100.0,40.33333333333334,1.0
TIIL.NS,Technocraft Industries (India) Limited,45220896768,1994.5,52080972.79777425,Industrials,Tools & Accessories,PASS,,20.0,50.0,16.666666666666668,100.0,40.33333333333334,1.0
ADANIGREEN.NS,Adani Green Energy Limited,1423407316992,864.15,2735464498.3375936,Utilities,Utilities - Renewable,PASS,,20.0,50.0,16.666666666666668,100.0,40.33333333333334,1.0
BASF.NS,BASF India Limited,148993507328,3442.1,78162177.66673177,Basic Materials,Specialty Chemicals,PASS,,35.0,32.5,16.666666666666668,100.0,40.33333333333334,1.0
PENINLAND.NS,Peninsula Land Limited,5155056640,15.54,6530463.033909798,Real Estate,Real Estate - Development,PASS,,20.0,50.0,16.666666666666668,100.0,40.33333333333334,1.0
JGCHEM.NS,J.G.Chemicals Limited,12990180352,331.5,38891680.08850708,Basic Materials,Other Industrial Metals & Mining,PASS,,20.0,50.0,16.666666666666668,100.0,40.33333333333334,1.0
SANDESH.NS,The Sandesh Limited,7152724480,944.95,1658511.0908081054,Communication Services,Publishing,PASS,,20.0,50.0,16.666666666666668,100.0,40.33333333333334,1.0
TCPLPACK.NS,TCPL Packaging Limited,22245902336,2450.0,21283649.607340496,Consumer Cyclical,Packaging & Containers,PASS,,20.0,50.0,16.666666666666668,100.0,40.33333333333334,1.0
KFINTECH.NS,Kfin Technologies Limited,154633306112,896.05,841618570.7543681,Technology,Software - Application,PASS,,20.0,50.0,16.666666666666668,100.0,40.33333333333334,1.0
ANGELONE.NS,Angel One Limited,194855976960,214.35,2128418863.9455974,Financial Services,Capital Markets,PASS,,20.0,50.0,16.666666666666668,100.0,40.33333333333334,1.0
ELIN.NS,Elin Electronics Limited,5892494848,118.5,17467628.432036083,Industrials,Electrical Equipment & Parts,PASS,,20.0,50.0,16.666666666666668,100.0,40.33333333333334,1.0
OPTIEMUS.NS,Optiemus Infracom Limited,29728481280,335.2,62495855.4082957,Technology,Electronics & Computer Distribution,PASS,,20.0,50.0,16.666666666666668,100.0,40.33333333333334,1.0
BODALCHEM.NS,Bodal Chemicals Limited,5489591296,43.51,8062234.205894852,Basic Materials,Specialty Chemicals,PASS,,20.0,50.0,16.666666666666668,100.0,40.33333333333334,1.0
RAINBOW.NS,Rainbow Childrens Medicare Limited,114474123264,1127.6,147878576.21367186,Healthcare,Medical Care Facilities,PASS,,20.0,50.0,16.666666666666668,100.0,40.33333333333334,1.0
WEBELSOLAR.NS,Websol Energy System Limited,22044375040,52.23,319735938.7070592,Technology,Solar,PASS,,35.0,32.5,16.666666666666668,100.0,40.33333333333334,1.0
AJAXENGG.NS,Ajax Engineering Limited,52598525952,459.75,48883546.8492218,Industrials,Farm & Heavy Construction Machinery,PASS,,20.0,50.0,16.666666666666668,100.0,40.33333333333334,1.0
PROTEAN.NS,Protean eGov Technologies Limited,21309569024,524.65,205695140.53188884,Technology,Information Technology Services,PASS,,20.0,50.0,16.666666666666668,100.0,40.33333333333334,1.0
TECHM.NS,Tech Mahindra Limited,1176499781632,1328.3,3330628130.175338,Technology,Information Technology Services,PASS,,35.0,32.5,16.666666666666668,100.0,40.33333333333334,1.0
JKIL.NS,J.Kumar Infraprojects Limited,37247823872,491.3,80215072.29169616,Industrials,Engineering & Construction,PASS,,20.0,50.0,16.666666666666668,100.0,40.33333333333334,1.0
SUPRIYA.NS,Supriya Lifescience Limited,46667948032,579.85,98128189.13125814,Healthcare,Biotechnology,PASS,,20.0,50.0,16.666666666666668,100.0,40.33333333333334,1.0
SUNCLAY.NS,Sundaram Clayton Limited,27177920512,1229.3,19479300.687239584,Industrials,Metal Fabrication,PASS,,20.0,50.0,16.666666666666668,100.0,40.33333333333334,1.0
KIRIINDUS.NS,Kiri Industries Limited,22959599616,382.2,258606505.96708983,Basic Materials,Specialty Chemicals,PASS,,20.0,50.0,16.666666666666668,100.0,40.33333333333334,1.0
JIOFIN.NS,Jio Financial Services Limited,1492670611456,234.95,3368528204.311229,Financial Services,Asset Management,PASS,,20.0,50.0,16.666666666666668,100.0,40.33333333333334,1.0
OLECTRA.NS,Olectra Greentech Limited,71529259008,871.45,384946261.3953125,Industrials,Farm & Heavy Construction Machinery,PASS,,20.0,50.0,16.666666666666668,100.0,40.33333333333334,1.0
UPL.NS,UPL Limited,520568242176,615.85,2334618352.0287433,Basic Materials,Agricultural Inputs,PASS,,20.0,50.0,16.666666666666668,100.0,40.33333333333334,1.0
MUNJALAU.NS,Munjal Auto Industries Limited,7491940864,74.91,13955685.641325379,Consumer Cyclical,Auto Parts,PASS,,30.0,37.5,16.666666666666668,100.0,40.08333333333334,1.0
DIXON.NS,Dixon Technologies (India) Limited,621797572608,10242.0,7975174545.233334,Technology,Consumer Electronics,PASS,,30.0,37.5,16.666666666666668,100.0,40.08333333333334,1.0
PANACEABIO.NS,Panacea Biotec Limited,19808489472,323.4,37124887.43482259,Healthcare,Biotechnology,PASS,,30.0,37.5,16.666666666666668,100.0,40.08333333333334,1.0
OFSS.NS,Oracle Financial Services Software Limited,564427882496,6485.5,1055584067.4333333,Technology,Software - Infrastructure,PASS,,30.0,37.5,16.666666666666668,100.0,40.08333333333334,1.0
RPGLIFE.NS,RPG Life Sciences Limited,30663333888,1854.0,14823053.106876628,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,30.0,37.5,16.666666666666668,100.0,40.08333333333334,1.0
HLEGLAS.NS,HLE Glascoat Limited,20367601664,293.25,46992494.86300354,Industrials,Specialty Industrial Machinery,PASS,,30.0,37.5,16.666666666666668,100.0,40.08333333333334,1.0
HONAUT.NS,Honeywell Automation India Limited,264314847232,29875.0,140005155.83333334,Industrials,Electrical Equipment & Parts,PASS,,30.0,37.5,16.666666666666668,100.0,40.08333333333334,1.0
QUICKHEAL.NS,Quick Heal Technologies Limited,7863797760,145.0,54263114.116156004,Technology,Software - Application,PASS,,30.0,37.5,16.666666666666668,100.0,40.08333333333334,1.0
VADILALIND.NS,Vadilal Industries Limited,33434191872,4651.5,105710252.91442057,Consumer Defensive,Packaged Foods,PASS,,30.0,37.5,16.666666666666668,100.0,40.08333333333334,1.0
SAATVIKGL.NS,Saatvik Green Energy Limited,44315160576,348.65,63970996.444255576,Technology,Solar,PASS,,30.0,37.5,16.666666666666668,100.0,40.08333333333334,1.0
MPHASIS.NS,MphasiS Limited,401523671040,2105.9,1497351359.880485,Technology,Information Technology Services,PASS,,30.0,37.5,16.666666666666668,100.0,40.08333333333334,1.0
SHRINGARMS.NS,Shringar House of Mangalsutra Limited,18630678528,193.2,306879313.46869,Consumer Cyclical,Luxury Goods,PASS,,23.333333333333336,45.0,16.666666666666668,100.0,40.00000000000001,1.0
JISLDVREQS.NS,Jain Irrigation Systems Limited,26941448192,20.9,828663.688169988,Industrials,Conglomerates,PASS,,30.0,32.5,23.333333333333336,100.0,39.91666666666667,1.0
POKARNA.NS,Pokarna Limited,26265559040,846.3,547920409.8026184,Industrials,Building Products & Equipment,PASS,,25.0,42.5,16.666666666666668,100.0,39.833333333333336,1.0
AKZOINDIA.NS,Akzo Nobel India Limited,129785331712,2849.9,103183422.17827962,Basic Materials,Specialty Chemicals,PASS,,25.0,42.5,16.666666666666668,100.0,39.833333333333336,1.0
ENDURANCE.NS,Endurance Technologies Limited,331134435328,2354.1,224951238.48314616,Consumer Cyclical,Auto Parts,PASS,,25.0,42.5,16.666666666666668,100.0,39.833333333333336,1.0
MAYURUNIQ.NS,Mayur Uniquoters Ltd,21545101312,495.0,57380167.75071614,Consumer Cyclical,Textile Manufacturing,PASS,,25.0,42.5,16.666666666666668,100.0,39.833333333333336,1.0
KPRMILL.NS,K.P.R. Mill Limited,278950379520,814.4,850738270.0329651,Consumer Cyclical,Textile Manufacturing,PASS,,25.0,42.5,16.666666666666668,100.0,39.833333333333336,1.0
SIRCA.NS,Sirca Paints India Limited,23248525312,408.35,100162294.74979655,Basic Materials,Specialty Chemicals,PASS,,25.0,42.5,16.666666666666668,100.0,39.833333333333336,1.0
VOLTAS.NS,Voltas Limited,459995938816,1390.2,1262735971.3999593,Consumer Cyclical,"Furnishings, Fixtures & Appliances",PASS,,25.0,42.5,16.666666666666668,100.0,39.833333333333336,1.0
LT.NS,Larsen & Toubro Limited,4728526733312,3437.4,11989506279.609465,Industrials,Engineering & Construction,PASS,,25.0,42.5,16.666666666666668,100.0,39.833333333333336,1.0
BAYERCROP.NS,Bayer Cropscience Limited,202233315328,4497.2,99322619.56897786,Basic Materials,Agricultural Inputs,PASS,,25.0,42.5,16.666666666666668,100.0,39.833333333333336,1.0
INDIACEM.NS,The India Cements Limited,163579035648,351.3,126373758.56933288,Basic Materials,Building Materials,PASS,,25.0,42.5,16.666666666666668,100.0,39.833333333333336,1.0
HSCL.NS,Himadri Speciality Chemical Limited,216489066496,426.1,689908476.2627299,Basic Materials,Specialty Chemicals,PASS,,25.0,42.5,16.666666666666668,100.0,39.833333333333336,1.0
CARRARO.NS,Carraro India Limited,25276192768,444.6,49604435.93818359,Consumer Cyclical,Auto Parts,PASS,,25.0,42.5,16.666666666666668,100.0,39.833333333333336,1.0
CAMS.NS,Computer Age Management Services Limited,158060068864,637.25,875284984.3710511,Technology,Information Technology Services,PASS,,20.0,32.5,40.0,100.0,39.75000000000001,1.0
ZUARIIND.NS,ZUARI INDUSTRIES LIMITED,7071542272,237.45,19497322.835554503,Industrials,Conglomerates,PASS,,20.0,32.5,40.0,100.0,39.75000000000001,1.0
EVEREADY.NS,Eveready Industries India Limited,22128267264,303.6,29006782.87739563,Industrials,Electrical Equipment & Parts,PASS,,20.0,32.5,40.0,100.0,39.75000000000001,1.0
KOTHARIPET.NS,Kothari Petrochemicals Limited,6278910464,106.7,7271237.466299947,Basic Materials,Specialty Chemicals,PASS,,20.0,32.5,40.0,100.0,39.75000000000001,1.0
RCF.NS,Rashtriya Chemicals and Fertilizers Limited,63692394496,115.45,571828922.1219736,Basic Materials,Agricultural Inputs,PASS,,20.0,32.5,40.0,100.0,39.75000000000001,1.0
TINNARUBR.NS,Tinna Rubber and Infrastructure Limited,11441806336,635.1,31131686.529640708,Basic Materials,Specialty Chemicals,PASS,,20.0,32.5,40.0,100.0,39.75000000000001,1.0
SOMANYCERA.NS,Somany Ceramics Limited,14673408000,356.3,26971744.286128744,Industrials,Building Products & Equipment,PASS,,20.0,32.5,40.0,100.0,39.75000000000001,1.0
CHAMBLFERT.NS,Chambal Fertilizers & Chemicals Limited,163265806336,407.5,394119375.3533386,Basic Materials,Agricultural Inputs,PASS,,20.0,32.5,40.0,100.0,39.75000000000001,1.0
AWHCL.NS,Antony Waste Handling Cell Limited,12903439360,454.8,62456719.06501668,Industrials,Waste Management,PASS,,20.0,32.5,40.0,100.0,39.75000000000001,1.0
NINSYS.NS,NINtec Systems Limited,5479920128,295.0,2723592.264798991,Technology,Information Technology Services,PASS,,20.0,32.5,40.0,100.0,39.75000000000001,1.0
ADVENZYMES.NS,Advanced Enzyme Technologies Limited,30925373440,276.3,47223717.43434753,Basic Materials,Specialty Chemicals,PASS,,22.5,45.0,16.666666666666668,100.0,39.70833333333334,1.0
NRBBEARING.NS,NRB Bearing Limited,24719589376,255.0,44883721.64601949,Consumer Cyclical,Auto Parts,PASS,,22.5,45.0,16.666666666666668,100.0,39.70833333333334,1.0
APLLTD.NS,Alembic Pharmaceuticals Limited,133838970880,679.25,43864644.587874345,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,20.0,47.5,16.666666666666668,100.0,39.58333333333334,1.0
CEWATER.NS,Concord Enviro Systems Limited,5092308480,246.05,30345052.868373618,Utilities,Utilities - Regulated Water,PASS,,20.0,47.5,16.666666666666668,100.0,39.58333333333334,1.0
SHREECEM.NS,SHREE CEMENT LIMITED,840320614400,23290.0,821566233.0,Basic Materials,Building Materials,PASS,,20.0,47.5,16.666666666666668,100.0,39.58333333333334,1.0
MEDIASSIST.NS,Medi Assist Healthcare Services Limited,22110502912,296.35,76590930.46456502,Healthcare,Healthcare Plans,PASS,,20.0,47.5,16.666666666666668,100.0,39.58333333333334,1.0
EMAMILTD.NS,Emami Limited,180335198208,413.1,311567737.1575348,Consumer Defensive,Household & Personal Products,PASS,,20.0,47.5,16.666666666666668,100.0,39.58333333333334,1.0
DHUNINV.NS,Dhunseri Investments Limited,5182601216,850.0,1128479.516821289,Financial Services,Capital Markets,PASS,,20.0,47.5,16.666666666666668,100.0,39.58333333333334,1.0
TARC.NS,TARC Limited,38014308352,129.12,109246349.14165293,Real Estate,Real Estate - Development,PASS,,20.0,47.5,16.666666666666668,100.0,39.58333333333334,1.0
MAGADSUGAR.NS,Magadh Sugar & Energy Limited,6073492480,431.0,6729061.8367706295,Consumer Defensive,Confectioners,PASS,,20.0,47.5,16.666666666666668,100.0,39.58333333333334,1.0
IDFCFIRSTB.NS,IDFC First Bank Limited,538309361664,62.6,4726912988.595675,Financial Services,Banks - Regional,PASS,,20.0,47.5,16.666666666666668,100.0,39.58333333333334,1.0
SULA.NS,Sula Vineyards Limited,13153278976,155.7,64418534.85020193,Consumer Defensive,Beverages - Wineries & Distilleries,PASS,,20.0,47.5,16.666666666666668,100.0,39.58333333333334,1.0
SUNTECK.NS,Sunteck Realty Limited,45807374336,311.95,52583065.73736776,Real Estate,Real Estate - Development,PASS,,20.0,47.5,16.666666666666668,100.0,39.58333333333334,1.0
INOXWIND.NS,Inox Wind Limited,137593815040,79.57,1071812001.2631365,Industrials,Specialty Industrial Machinery,PASS,,20.0,47.5,16.666666666666668,100.0,39.58333333333334,1.0
KOTAKBANK.NS,Kotak Mahindra Bank Limited,3663422291968,368.35,6873503478.542751,Financial Services,Banks - Regional,PASS,,20.0,47.5,16.666666666666668,100.0,39.58333333333334,1.0
PWL.NS,Physicswallah Limited,241501028352,84.45,1225891156.9998562,Consumer Defensive,Education & Training Services,PASS,,43.33333333333333,20.0,16.666666666666668,100.0,39.50000000000001,1.0
CAPITALSFB.NS,Capital Small Finance Bank Limited,10852815872,238.95,6425832.917615763,Financial Services,Banks - Regional,PASS,,20.0,42.5,23.333333333333336,100.0,39.41666666666667,1.0
RESPONIND.NS,Responsive Industries Limited,43059945472,161.51,35713752.72401734,Basic Materials,Specialty Chemicals,PASS,,20.0,42.5,23.333333333333336,100.0,39.41666666666667,1.0
TMPV.NS,Tata Motors Passenger Vehicles Limited,1155529965568,313.8,4097483513.0042133,Consumer Cyclical,Auto Manufacturers,PASS,,23.333333333333336,42.5,16.666666666666668,100.0,39.25000000000001,1.0
ALLTIME.NS,All Time Plastics Limited,12839525376,196.0,23450099.35115916,Consumer Defensive,Household & Personal Products,PASS,,23.333333333333336,42.5,16.666666666666668,100.0,39.25000000000001,1.0
GPTHEALTH.NS,GPT Healthcare Limited,10183824384,124.11,14203512.486575572,Healthcare,Medical Care Facilities,PASS,,27.5,37.5,16.666666666666668,100.0,39.20833333333334,1.0
RELTD.NS,Ravindra Energy Limited,23748083712,132.96,10915034.703699239,Technology,Solar,PASS,,25.0,40.0,16.666666666666668,100.0,39.083333333333336,1.0
HPL.NS,HPL Electric & Power Limited,18299918336,284.6,87667415.0121704,Industrials,Electrical Equipment & Parts,PASS,,20.0,32.5,36.666666666666664,100.0,39.083333333333336,1.0
VAIBHAVGBL.NS,Vaibhav Global Limited,34688950272,207.74,199324603.0557602,Consumer Cyclical,Luxury Goods,PASS,,25.0,40.0,16.666666666666668,100.0,39.083333333333336,1.0
NILASPACES.NS,Nila Spaces Limited,5049659392,12.82,7018500.03746144,Real Estate,Real Estate - Development,PASS,,25.0,40.0,16.666666666666668,100.0,39.083333333333336,1.0
ASAHIINDIA.NS,Asahi India Glass Limited,208594173952,818.25,63738484.929541014,Consumer Cyclical,Auto Parts,PASS,,25.0,40.0,16.666666666666668,100.0,39.083333333333336,1.0
TVSSRICHAK.NS,TVS Srichakra Limited,26708541440,3461.4,45758476.33476563,Consumer Cyclical,Auto Parts,PASS,,25.0,40.0,16.666666666666668,100.0,39.083333333333336,1.0
SAMMAANCAP.NS,Sammaan Capital Limited,113152983040,138.69,1217165380.2374873,Financial Services,Mortgage Finance,PASS,,22.5,42.5,16.666666666666668,100.0,38.95833333333334,1.0
JSWINFRA.NS,JSW Infrastructure Limited,521181528064,250.05,363237613.05617577,Industrials,Marine Shipping,PASS,,22.5,42.5,16.666666666666668,100.0,38.95833333333334,1.0
MSPL.NS,MSP Steel & Power Limited,17145598976,30.25,48984404.67856013,Basic Materials,Steel,PASS,,22.5,42.5,16.666666666666668,100.0,38.95833333333334,1.0
JMFINANCIL.NS,JM Financial Limited,111397289984,116.48,492182640.63150305,Financial Services,Capital Markets,PASS,,17.5,32.5,40.0,100.0,38.87500000000001,1.0
RAJOOENG.NS,Rajoo Engineers Limited,10182705152,56.99,32737300.749933623,Industrials,Specialty Industrial Machinery,PASS,,17.5,32.5,40.0,100.0,38.87500000000001,1.0
